review_id,product_id,date,rating,sentiment,platform,comment
R101763,PC012,2020-03-08,1.4,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R101764,PC014,2025-02-02,3.9,Neutral,Instagram,"Harumnya tahan lama, suka banget!"
R101765,PC011,2024-06-09,3.5,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R101766,PC013,2021-02-15,1.3,Negative,Shopee,Wangi terlalu kuat untuk saya.
R101767,PC012,2024-06-06,1.3,Negative,Official Store,Wangi terlalu kuat untuk saya.
R101768,PC005,2023-05-05,4.6,Positive,Official Store,"Mudah dibeli saat promo, value for money."
R101769,PC013,2021-04-29,4.7,Positive,Instagram,"Mudah dibeli saat promo, value for money."
R101770,PC011,2025-05-08,2.8,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R101771,PC010,2025-11-05,3.2,Neutral,Shopee,Kemasan baru lebih ramah lingkungan.
R101772,PC014,2022-12-24,1.3,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R101773,PC003,2021-06-13,4.0,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R101774,PC001,2023-02-22,3.3,Neutral,Official Store,"Harga sesuai, kualitas oke."
R101775,PC002,2020-02-26,2.1,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R101776,PC014,2024-07-18,4.8,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R101777,PC006,2023-08-30,2.6,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R101778,PC004,2022-02-22,3.8,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R101779,PC005,2022-01-20,4.0,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R101780,PC001,2020-06-21,4.5,Positive,Shopee,"Mudah dibeli saat promo, value for money."
R101781,PC014,2025-07-17,2.1,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101782,PC008,2023-01-11,3.6,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R101783,PC006,2020-07-09,3.7,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!"
R101784,PC011,2024-04-30,2.1,Negative,Shopee,"Harga sesuai, kualitas oke."
R101785,PC009,2022-09-25,2.2,Negative,Instagram,"Harga sesuai, kualitas oke."
R101786,PC015,2022-11-28,2.6,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R101787,PC012,2021-07-08,4.7,Positive,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R101788,PC001,2023-04-26,4.8,Positive,Official Store,"Harga sesuai, kualitas oke."
R101789,PC009,2023-02-25,1.5,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R101790,PC006,2025-06-02,4.1,Positive,Instagram,"Packaging bocor saat diterima, kurang aman."
R101791,PC011,2024-08-08,2.0,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R101792,PC006,2023-03-12,3.7,Neutral,Shopee,Wangi terlalu kuat untuk saya.
R101793,PC015,2023-01-08,3.9,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R101794,PC013,2023-12-05,4.1,Positive,Shopee,Kemasan baru lebih ramah lingkungan.
R101795,PC014,2021-01-12,4.2,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R101796,PC010,2024-06-23,2.8,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101797,PC015,2024-01-04,3.1,Neutral,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101798,PC008,2022-10-01,3.4,Neutral,Shopee,"Harumnya tahan lama, suka banget!"
R101799,PC010,2022-09-16,4.0,Positive,Instagram,"Harga sesuai, kualitas oke."
R101800,PC015,2024-03-14,1.4,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R101801,PC013,2025-05-30,4.6,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R101802,PC002,2022-08-06,1.8,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R101803,PC009,2021-01-27,2.0,Negative,Tokopedia,"Harga sesuai, kualitas oke."
R101804,PC010,2020-11-25,1.3,Negative,Shopee,"Harga sesuai, kualitas oke."
R101805,PC001,2023-06-13,2.8,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R101806,PC004,2024-10-17,2.2,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R101807,PC012,2024-06-25,1.6,Negative,Tokopedia,"Mudah dibeli saat promo, value for money."
R101808,PC001,2023-11-23,4.5,Positive,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101809,PC012,2020-10-16,4.4,Positive,Official Store,Wangi terlalu kuat untuk saya.
R101810,PC008,2025-04-07,1.2,Negative,Tokopedia,"Mudah dibeli saat promo, value for money."
R101811,PC001,2021-05-28,4.5,Positive,Instagram,Wangi terlalu kuat untuk saya.
R101812,PC005,2023-03-11,2.6,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R101813,PC013,2023-04-10,1.3,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R101814,PC014,2022-07-02,2.1,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101815,PC010,2024-06-17,3.6,Neutral,Official Store,Wangi terlalu kuat untuk saya.
R101816,PC010,2022-04-21,2.2,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R101817,PC007,2022-04-13,2.2,Negative,Tokopedia,"Mudah dibeli saat promo, value for money."
R101818,PC001,2024-10-22,2.1,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R101819,PC012,2025-06-10,1.4,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R101820,PC006,2021-04-25,1.5,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R101821,PC006,2020-07-15,2.8,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101822,PC005,2023-07-24,4.5,Positive,Instagram,"Harga sesuai, kualitas oke."
R101823,PC006,2022-07-29,3.4,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money."
R101824,PC014,2020-02-08,3.2,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money."
R101825,PC015,2022-10-08,1.9,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R101826,PC008,2020-12-07,3.7,Neutral,Shopee,"Harumnya tahan lama, suka banget!"
R101827,PC013,2020-01-09,2.0,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101828,PC001,2024-08-08,4.2,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R101829,PC007,2022-11-15,5.0,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R101830,PC012,2024-07-02,5.0,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R101831,PC010,2023-05-12,2.2,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101832,PC007,2025-10-19,1.7,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R101833,PC002,2026-01-07,2.1,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R101834,PC003,2023-08-17,1.3,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R101835,PC014,2025-06-15,4.9,Positive,Official Store,Wangi terlalu kuat untuk saya.
R101836,PC015,2021-08-04,2.1,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R101837,PC004,2023-10-31,1.7,Negative,Official Store,"Harga sesuai, kualitas oke."
R101838,PC008,2020-12-11,1.1,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R101839,PC010,2020-04-30,2.4,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101840,PC001,2023-08-10,2.1,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R101841,PC007,2025-08-27,4.2,Positive,Official Store,"Harumnya tahan lama, suka banget!"
R101842,PC002,2022-06-21,2.3,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R101843,PC013,2021-11-28,2.9,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R101844,PC015,2026-01-05,1.8,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R101845,PC002,2020-05-05,1.4,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101846,PC003,2023-03-23,4.2,Positive,Shopee,"Packaging bocor saat diterima, kurang aman."
R101847,PC009,2022-07-26,2.3,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R101848,PC005,2020-08-07,1.2,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R101849,PC009,2023-01-24,1.2,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R101850,PC010,2025-03-05,3.8,Neutral,Instagram,Kemasan baru lebih ramah lingkungan.
R101851,PC010,2025-08-12,4.1,Positive,Tokopedia,"Mudah dibeli saat promo, value for money."
R101852,PC002,2024-11-19,1.8,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101853,PC012,2025-10-17,2.2,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R101854,PC015,2023-01-30,4.7,Positive,Tokopedia,Wangi terlalu kuat untuk saya.
R101855,PC002,2022-05-08,1.4,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101856,PC011,2025-10-30,4.7,Positive,Shopee,"Kurang cocok di kulit saya, agak kering."
R101857,PC010,2024-06-27,3.1,Neutral,Tokopedia,"Harga sesuai, kualitas oke."
R101858,PC015,2022-07-04,2.8,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R101859,PC014,2025-02-24,2.7,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R101860,PC003,2024-09-14,1.1,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101861,PC011,2024-06-06,5.0,Positive,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101862,PC007,2020-06-07,4.6,Positive,Instagram,"Packaging bocor saat diterima, kurang aman."
R101863,PC010,2021-05-29,1.8,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101864,PC009,2021-01-30,3.3,Neutral,Official Store,Wangi terlalu kuat untuk saya.
R101865,PC003,2022-07-29,3.9,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R101866,PC002,2025-02-26,2.7,Negative,Tokopedia,"Mudah dibeli saat promo, value for money."
R101867,PC006,2024-08-18,2.1,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R101868,PC009,2020-06-14,3.1,Neutral,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R101869,PC015,2025-08-11,1.8,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R101870,PC003,2023-01-26,2.8,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101871,PC002,2025-01-10,4.0,Positive,Shopee,"Mudah dibeli saat promo, value for money."
R101872,PC015,2024-11-09,1.0,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R101873,PC014,2022-11-25,3.7,Neutral,Official Store,Kemasan baru lebih ramah lingkungan.
R101874,PC008,2023-11-16,2.1,Negative,Instagram,"Mudah dibeli saat promo, value for money."
R101875,PC001,2021-08-25,4.2,Positive,Shopee,"Mudah dibeli saat promo, value for money."
R101876,PC014,2022-07-04,4.9,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R101877,PC003,2023-11-27,2.5,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101878,PC004,2025-06-26,3.5,Neutral,Instagram,"Mudah dibeli saat promo, value for money."
R101879,PC012,2025-03-20,1.7,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101880,PC012,2023-09-16,1.2,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R101881,PC012,2021-09-11,3.9,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money."
R101882,PC010,2020-07-24,2.7,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101883,PC003,2022-09-07,1.2,Negative,Official Store,Wangi terlalu kuat untuk saya.
R101884,PC002,2022-12-31,2.2,Negative,Tokopedia,"Harumnya tahan lama, suka banget!"
R101885,PC001,2023-03-28,1.0,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101886,PC001,2024-08-06,1.5,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R101887,PC011,2025-11-11,4.2,Positive,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R101888,PC011,2022-09-09,1.0,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101889,PC014,2023-04-04,3.7,Neutral,Instagram,"Mudah dibeli saat promo, value for money."
R101890,PC011,2023-01-24,2.3,Negative,Tokopedia,"Harga sesuai, kualitas oke."
R101891,PC012,2023-11-13,2.2,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R101892,PC014,2025-06-09,4.4,Positive,Instagram,"Packaging bocor saat diterima, kurang aman."
R101893,PC015,2021-03-13,3.4,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money."
R101894,PC008,2025-02-12,2.2,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R101895,PC014,2024-12-26,4.1,Positive,Shopee,"Harga sesuai, kualitas oke."
R101896,PC002,2023-01-24,3.9,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R101897,PC009,2025-01-27,2.2,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101898,PC009,2024-11-05,2.5,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R101899,PC013,2021-06-13,2.0,Negative,Tokopedia,"Mudah dibeli saat promo, value for money."
R101900,PC014,2025-05-25,2.6,Negative,Tokopedia,"Harga sesuai, kualitas oke."
R101901,PC010,2022-01-30,3.5,Neutral,Instagram,"Harumnya tahan lama, suka banget!"
R101902,PC011,2022-05-12,2.5,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R101903,PC008,2022-04-08,3.1,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman."
R101904,PC012,2024-01-26,2.0,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R101905,PC009,2021-09-07,1.8,Negative,Instagram,"Harga sesuai, kualitas oke."
R101906,PC005,2020-03-21,4.6,Positive,Instagram,"Harga sesuai, kualitas oke."
R101907,PC004,2021-05-16,4.0,Positive,Tokopedia,"Packaging bocor saat diterima, kurang aman."
R101908,PC003,2024-10-09,3.4,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman."
R101909,PC011,2024-05-30,3.5,Neutral,Official Store,Kemasan baru lebih ramah lingkungan.
R101910,PC003,2024-01-06,2.1,Negative,Official Store,"Mudah dibeli saat promo, value for money."
R101911,PC009,2022-09-26,4.5,Positive,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R101912,PC014,2022-09-13,3.2,Neutral,Official Store,"Harumnya tahan lama, suka banget!"
R101913,PC012,2023-07-23,3.0,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R101914,PC002,2025-08-13,2.5,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101915,PC001,2024-10-15,1.5,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101916,PC005,2023-03-05,4.7,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R101917,PC006,2022-10-16,4.6,Positive,Tokopedia,"Mudah dibeli saat promo, value for money."
R101918,PC014,2025-06-02,4.6,Positive,Official Store,"Packaging bocor saat diterima, kurang aman."
R101919,PC010,2021-09-16,2.7,Negative,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R101920,PC015,2023-08-15,1.1,Negative,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R101921,PC011,2025-07-26,3.1,Neutral,Official Store,Kemasan baru lebih ramah lingkungan.
R101922,PC007,2023-10-02,1.3,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R101923,PC001,2020-05-08,4.7,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R101924,PC010,2024-06-12,2.3,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101925,PC015,2022-10-09,2.2,Negative,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101926,PC013,2023-12-09,3.5,Neutral,Instagram,"Kurang cocok di kulit saya, agak kering."
R101927,PC009,2025-12-28,2.9,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101928,PC001,2020-10-06,2.4,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101929,PC014,2025-01-18,3.6,Neutral,Instagram,"Harumnya tahan lama, suka banget!"
R101930,PC006,2020-01-21,1.8,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R101931,PC010,2021-02-24,2.3,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R101932,PC009,2021-06-22,4.5,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R101933,PC014,2021-04-11,1.4,Negative,Instagram,"Packaging bocor saat diterima, kurang aman."
R101934,PC005,2023-02-11,4.6,Positive,Official Store,"Packaging bocor saat diterima, kurang aman."
R101935,PC009,2020-01-24,3.8,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman."
R101936,PC013,2020-09-26,3.1,Neutral,Official Store,"Harga sesuai, kualitas oke."
R101937,PC010,2020-06-30,4.1,Positive,Tokopedia,"Harumnya tahan lama, suka banget!"
R101938,PC009,2021-12-14,4.8,Positive,Instagram,"Kurang cocok di kulit saya, agak kering."
R101939,PC010,2023-05-04,3.1,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R101940,PC006,2024-06-12,4.5,Positive,Shopee,"Packaging bocor saat diterima, kurang aman."
R101941,PC007,2024-06-07,4.1,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R101942,PC005,2024-08-31,2.1,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R101943,PC003,2023-10-09,4.6,Positive,Tokopedia,Wangi terlalu kuat untuk saya.
R101944,PC005,2023-09-21,4.1,Positive,Shopee,Kemasan baru lebih ramah lingkungan.
R101945,PC015,2021-09-09,4.3,Positive,Instagram,"Mudah dibeli saat promo, value for money."
R101946,PC003,2023-02-14,2.8,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R101947,PC005,2024-06-09,1.3,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R101948,PC013,2024-03-18,3.8,Neutral,Instagram,Wangi terlalu kuat untuk saya.
R101949,PC008,2020-10-17,4.0,Positive,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101950,PC013,2022-11-28,4.5,Positive,Instagram,Wangi terlalu kuat untuk saya.
R101951,PC011,2022-02-23,1.4,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R101952,PC014,2024-08-21,1.8,Negative,Tokopedia,Wangi terlalu kuat untuk saya.
R101953,PC001,2025-11-29,1.5,Negative,Instagram,Wangi terlalu kuat untuk saya.
R101954,PC004,2021-05-16,4.7,Positive,Instagram,"Kurang cocok di kulit saya, agak kering."
R101955,PC009,2020-11-14,2.0,Negative,Official Store,"Harga sesuai, kualitas oke."
R101956,PC011,2022-12-06,3.0,Neutral,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R101957,PC007,2025-05-04,2.1,Negative,Shopee,"Harga sesuai, kualitas oke."
R101958,PC015,2025-08-13,4.8,Positive,Official Store,"Packaging bocor saat diterima, kurang aman."
R101959,PC010,2025-04-08,1.3,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R101960,PC003,2021-02-07,2.0,Negative,Instagram,"Harga sesuai, kualitas oke."
R101961,PC015,2022-07-13,4.8,Positive,Tokopedia,"Harumnya tahan lama, suka banget!"
R101962,PC007,2021-08-10,3.0,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!"
R101963,PC004,2020-08-15,1.4,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R101964,PC007,2025-06-29,4.8,Positive,Tokopedia,Wangi terlalu kuat untuk saya.
R101965,PC011,2023-04-04,4.9,Positive,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101966,PC013,2025-03-05,1.4,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101967,PC002,2023-05-20,1.3,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R101968,PC010,2023-04-11,2.4,Negative,Official Store,"Harumnya tahan lama, suka banget!"
R101969,PC003,2024-03-10,1.7,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R101970,PC002,2024-12-07,4.6,Positive,Instagram,Kemasan baru lebih ramah lingkungan.
R101971,PC002,2024-03-09,4.3,Positive,Tokopedia,"Harga sesuai, kualitas oke."
R101972,PC007,2025-03-13,1.7,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101973,PC013,2022-08-26,4.3,Positive,Tokopedia,"Mudah dibeli saat promo, value for money."
R101974,PC011,2021-12-06,3.2,Neutral,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101975,PC015,2025-12-02,4.7,Positive,Shopee,"Harga sesuai, kualitas oke."
R101976,PC011,2021-02-22,3.7,Neutral,Shopee,"Mudah dibeli saat promo, value for money."
R101977,PC008,2024-06-26,1.3,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R101978,PC004,2022-12-02,2.4,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R101979,PC004,2020-09-28,1.6,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R101980,PC010,2025-04-09,2.2,Negative,Official Store,Wangi terlalu kuat untuk saya.
R101981,PC001,2025-12-23,3.6,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R101982,PC013,2020-11-05,3.5,Neutral,Instagram,"Harumnya tahan lama, suka banget!"
R101983,PC014,2025-02-27,4.7,Positive,Shopee,"Packaging bocor saat diterima, kurang aman."
R101984,PC008,2025-01-27,3.9,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R101985,PC009,2020-05-21,3.6,Neutral,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R101986,PC003,2020-12-14,2.9,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R101987,PC002,2024-10-29,3.5,Neutral,Tokopedia,Kemasan baru lebih ramah lingkungan.
R101988,PC013,2025-05-07,1.2,Negative,Official Store,"Kurang cocok di kulit saya, agak kering."
R101989,PC003,2024-04-19,2.9,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
R101990,PC005,2025-10-28,3.1,Neutral,Official Store,"Harga sesuai, kualitas oke."
R101991,PC007,2020-01-12,3.7,Neutral,Official Store,"Mudah dibeli saat promo, value for money."
R101992,PC014,2020-09-20,2.3,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R101993,PC012,2023-03-16,2.9,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R101994,PC014,2024-11-24,4.0,Positive,Shopee,"Kurang cocok di kulit saya, agak kering."
R101995,PC015,2021-02-20,3.3,Neutral,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R101996,PC009,2021-02-18,1.2,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R101997,PC005,2021-05-29,1.2,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R101998,PC007,2025-10-14,1.6,Negative,Official Store,Kemasan baru lebih ramah lingkungan.
R101999,PC006,2024-03-06,3.0,Neutral,Shopee,"Harga sesuai, kualitas oke."
R102000,PC014,2020-09-27,3.5,Neutral,Shopee,"Harga sesuai, kualitas oke."
R102001,PC003,2023-05-09,3.6,Neutral,Instagram,Kemasan baru lebih ramah lingkungan.
R102002,PC005,2021-01-05,4.0,Positive,Tokopedia,"Harumnya tahan lama, suka banget!"
R102003,PC013,2024-04-25,3.8,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R102004,PC012,2022-09-25,3.2,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R102005,PC001,2024-05-28,1.6,Negative,Shopee,Wangi terlalu kuat untuk saya.
R102006,PC011,2021-02-19,4.6,Positive,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R102007,PC012,2021-10-17,2.7,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R102008,PC001,2020-06-22,3.1,Neutral,Official Store,Wangi terlalu kuat untuk saya.
R102009,PC003,2024-02-12,3.7,Neutral,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R102010,PC006,2025-12-11,3.2,Neutral,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R102011,PC011,2021-09-14,4.6,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R102012,PC014,2022-07-21,3.6,Neutral,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R102013,PC014,2023-07-20,3.2,Neutral,Shopee,"Harga sesuai, kualitas oke."
R102014,PC003,2020-10-09,1.1,Negative,Instagram,"Harumnya tahan lama, suka banget!"
R102015,PC009,2020-05-24,3.8,Neutral,Instagram,"Mudah dibeli saat promo, value for money."
R102016,PC006,2023-01-14,3.3,Neutral,Instagram,Kemasan baru lebih ramah lingkungan.
R102017,PC003,2025-11-05,1.7,Negative,Shopee,"Packaging bocor saat diterima, kurang aman."
R102018,PC010,2022-08-12,2.4,Negative,Shopee,Wangi terlalu kuat untuk saya.
R102019,PC003,2022-12-03,3.2,Neutral,Official Store,"Harga sesuai, kualitas oke."
R102020,PC013,2021-02-28,1.5,Negative,Official Store,Memberikan hasil sesuai klaim after 2 weeks.
R102021,PC015,2024-02-27,2.6,Negative,Shopee,Kemasan baru lebih ramah lingkungan.
R102022,PC003,2023-05-04,3.1,Neutral,Official Store,"Harga sesuai, kualitas oke."
R102023,PC010,2023-12-31,3.7,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!"
R102024,PC003,2021-02-07,2.7,Negative,Instagram,Kemasan baru lebih ramah lingkungan.
R102025,PC001,2025-05-26,1.8,Negative,Shopee,"Harumnya tahan lama, suka banget!"
R102026,PC001,2020-03-18,4.6,Positive,Tokopedia,Kemasan baru lebih ramah lingkungan.
R102027,PC001,2020-10-22,3.6,Neutral,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R102028,PC003,2025-01-27,4.0,Positive,Official Store,Wangi terlalu kuat untuk saya.
R102029,PC005,2020-09-12,3.1,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R102030,PC003,2024-01-29,3.0,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman."
R102031,PC007,2023-08-30,2.6,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R102032,PC003,2025-12-31,4.4,Positive,Shopee,"Harumnya tahan lama, suka banget!"
R102033,PC011,2022-03-21,2.5,Negative,Shopee,"Mudah dibeli saat promo, value for money."
R102034,PC001,2025-01-09,4.3,Positive,Instagram,"Harumnya tahan lama, suka banget!"
R102035,PC001,2024-12-04,1.2,Negative,Official Store,"Packaging bocor saat diterima, kurang aman."
R102036,PC009,2023-07-05,3.8,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering."
R102037,PC008,2020-01-29,4.5,Positive,Instagram,"Harga sesuai, kualitas oke."
R102038,PC002,2020-04-29,3.9,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman."
R102039,PC013,2022-06-07,3.7,Neutral,Shopee,Memberikan hasil sesuai klaim after 2 weeks.
R102040,PC005,2025-10-08,4.5,Positive,Instagram,Memberikan hasil sesuai klaim after 2 weeks.
R102041,PC015,2022-05-24,2.3,Negative,Tokopedia,Kemasan baru lebih ramah lingkungan.
R102042,PC002,2021-04-12,3.4,Neutral,Shopee,Wangi terlalu kuat untuk saya.
R102043,PC001,2021-04-13,3.7,Neutral,Official Store,Kemasan baru lebih ramah lingkungan.
R102044,PC002,2025-11-07,2.1,Negative,Tokopedia,"Kurang cocok di kulit saya, agak kering."
R102045,PC010,2025-09-13,2.7,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.
R102046,PC010,2023-05-20,1.7,Negative,Official Store,Wangi terlalu kuat untuk saya.
R102047,PC013,2020-02-19,1.5,Negative,Instagram,"Kurang cocok di kulit saya, agak kering."
R102048,PC014,2022-01-12,3.2,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering."
R102049,PC009,2020-05-04,2.5,Negative,Shopee,"Kurang cocok di kulit saya, agak kering."
